code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,fbref,understat,transfermarkt,dob,display_name
41184,Marouane,Fellaini,Fellaini,257,275,298,,,,,,,87575fd9,630,39679,564537600000,Marouane Fellaini
41251,Eduardo,dos Reis Carvalho,Eduardo,663,95,,,,,,,,81b906e7,5561,34159,401241600000,Eduardo
41270,David,Luiz Moreira Marinho,David Luiz,570,101,116,106,3,,,,,c0e27d1a,1676,46741,546048000000,David Luiz
41320,Charlie,Daniels,Daniels,33,34,28,60,,,,,,9d107085,459,61819,526435200000,Charlie Daniels
41321,Yohan,Benalouane,Benalouane,174,195,218,,,,,,,8309b068,974,50477,543888000000,Yohan Benalouane
41328,César,Azpilicueta,Azpilicueta,77,97,113,105,102,119,127,189,,53cad200,681,57500,620265600000,César Azpilicueta
41338,Craig,Cathcart,Cathcart,408,399,376,358,,379,,,,89e4b358,581,59606,602726400000,Craig Cathcart
41464,Marko,Arnautovic,Arnautovic,331,340,417,385,,,,,,00459419,865,41384,608947200000,Marko Arnautovic
41674,Kevin,Long,Long,594,80,73,88,85,103,,,,5a4280b1,1747,111114,650937600000,Kevin Long
41705,Bradley,Guzan,Guzan,490,,,,,,,,,d899e3bf,662,39471,463536000000,Brad Guzan
41725,Troy,Deeney,Deeney,425,417,396,362,,380,,,,82e34b69,574,65477,583545600000,Troy Deeney
41727,Ryan,Bennett,Bennett,,,427,404,456,,,,,0bad4516,787,67252,636681600000,Ryan Bennett
41733,Georginio,Wijnaldum,Wijnaldum,485,232,252,199,243,,,,,eb58eef0,771,49499,658281600000,Georginio Wijnaldum
41792,Aaron,Ramsey,Ramsey,16,18,14,,,,,,,ef619b0b,504,50057,662169600000,Aaron Ramsey
41823,Fabian,Delph,Delph,227,246,269,205,149,163,,,,111c3236,876,50362,627609600000,Fabian Delph
41926,Almen,Abdi,Abdi,417,,,,,,,,,8d425d84,569,9966,530236800000,Almen Abdi
41945,Sebastian,Prödl,Prödl,409,400,377,361,,,,,,f5e6d08d,566,37981,551232000000,Sebastian Prödl
42427,Kieran,Gibbs,Gibbs,7,8,,,407,,,,,46ee5234,545,44792,622771200000,Kieran Gibbs
42493,Mario,Balotelli,Balotelli,215,,,,,,,,,8ff07990,1817,45146,650419200000,Mario Balotelli
42525,Stephen,Henderson,Henderson,,,,556,578,,,,,f234c188,8095,52191,578534400000,Stephen Henderson
42564,Eric Maxim,Choupo-Moting,Choupo-Moting,,497,,,,,,,,0e6bc38c,339,45660,606614400000,Eric Choupo-Moting
42583,Sébastien,Pocognoli,Pocognoli,434,,,,,,,,,cc41eec1,893,17804,554774400000,Sébastien Pocognoli
42593,Aleksandar,Kolarov,Kolarov,220,243,,,,,,,,eda40760,621,46156,500428800000,Aleksandar Kolarov
42727,Yoan,Gouffran,Gouffran,,297,,,,,,,,a28d181a,916,23825,517363200000,Yoan Gouffran
42738,Juan,Zuñiga,Zuñiga,479,,,,,,,,,06b34f37,1722,37941,503366400000,Juan Camilo Zuñiga
42748,Gaëtan,Bong,Bong,,59,51,41,,,,,,cfd5e123,6105,36291,577929600000,Gaëtan Bong
42774,Morgan,Schneiderlin,Schneiderlin,264,154,167,158,,,,,,51b41c5c,551,56818,626486400000,Morgan Schneiderlin
42786,Eden,Hazard,Hazard,82,104,122,,,,,,,a39bb753,701,50202,663206400000,Eden Hazard
42824,Carlos,Sánchez,Carlos Sánchez,,,518,397,,,,,,50b51fac,667,51226,,
42892,Álvaro,Negredo,Negredo,478,,,,,,,,,63b0ca6b,1715,18644,493344000000,Álvaro Negredo
42899,Sergio,Romero,Romero,243,261,283,236,289,,,,,1e26e376,560,30690,540950400000,Sergio Romero
42996,Angel,Rangel,Rangel,361,353,,,,,,,,93ee387c,707,66550,407289600000,Angel Rangel
43020,Javier,Hernández Balcázar,Chicharito,,487,419,386,,,,,,189cee7b,191,50935,581126400000,Chicharito
43191,Leiva,Lucas,Lucas,200,224,,,,,,,,4c78b5ed,475,41414,537148800000,Lucas Leiva
43250,Tom,Cleverley,Cleverley,135,408,388,371,,381,,,,6cdd8245,596,73484,618883200000,Tom Cleverley
43252,James,Chester,Chester,437,,,23,,,,,,a772eba6,819,73482,601516800000,James Chester
43521,Henri,Saivet,Saivet,,516,,,,,,,,f3709655,778,51540,656899200000,Henri Saivet
43626,Håvard,Nordtveit,Nordtveit,465,,593,,,,,,,6cafd68d,202,42234,645926400000,Håvard Nordtveit
43670,Juan,Mata,Mata,256,274,297,242,290,459,,,,29733c72,554,44068,578188800000,Juan Mata
43693,Martín,Cáceres,Cáceres,652,,,,,,,,,e94d79e3,1942,54935,544752000000,Martín Cáceres
43808,Markus,Suttner,Suttner,,461,52,,,,,,,7391c2d9,379,31514,545529600000,Markus Suttner
44302,Adlène,Guédioura,Guédioura,415,,,,,,,,,f75825e3,583,74768,500601600000,Adlène Guédioura
44336,Sofiane,Feghouli,Feghouli,466,455,,,,,,,,691f64f5,1674,57162,630633600000,Sofiane Féghouli
44343,Bakary,Sako,Sako,119,130,148,,,,,,,381d7d54,520,46791,578016000000,Bakary Sako
44346,Olivier,Giroud,Giroud,25,25,133,110,103,120,,,,16ceb862,502,82442,528422400000,Olivier Giroud
44413,Steve,Mandanda,Mandanda,102,,,,,,,,,1d2d5cc8,1670,23951,480816000000,Steve Mandanda
44604,Nordin,Amrabat,Amrabat,422,412,,,,,,,,7c2a398c,575,55619,544147200000,Nordin Amrabat
44683,Jay,Rodriguez,Rodriguez,311,437,,451,86,104,,177,,4ab53cdb,844,53360,617673600000,Jay Rodriguez
44699,Ashley,Barnes,Barnes,70,93,85,90,87,105,,,,2691c772,4422,63200,625708800000,Ashley Barnes
45034,Ivan,Perišić,Perišić,,,,,,,448,507,,6fe90922,448,42460,602380800000,Ivan Perisic
45076,Lamine,Koné,Koné,346,,,,,,,,,a46472d0,728,57420,,
45124,André,Ayew,A.Ayew,374,449,,,,,734,,,5dbefa9d,713,45403,,
45196,Gary,Madine,Madine,,,109,,,,,,,e3e6502a,6829,66994,651456000000,Gary Madine
45220,Alex,Smithies,Smithies,,,89,,,,581,,,bb91617c,6832,33754,636595200000,Alex Smithies
45268,Moussa,Sissoko,Sissoko,572,393,369,349,385,354,,,,2acd49b9,772,46001,619228800000,Moussa Sissoko
46483,Adrien,Silva,Silva,,589,231,,220,,,,,d6f88a1d,6464,56810,605923200000,Adrien Silva
46695,Ritchie,de Laet,de Laet,171,,,,,,,,,dc234f98,955,55687,596678400000,Ritchie De Laet
47247,John,Fleck,Fleck,,,,301,346,,,481,,b63e789d,7709,54383,682992000000,John Fleck
47390,Neil,Taylor,Taylor,360,,,24,31,,,,,c2f9d19f,710,67416,602812800000,Neil Taylor
47431,Willian,Borges da Silva,Willian,86,106,124,113,478,3,614,591,772,8b9ebd03,700,52769,587088000000,Willian
48332,Orestis,Karnezis,Karnezis,,536,,,,,,,,85b011bb,1138,16408,489888000000,Orestis Karnezis
48615,Harry,Arter,Arter,37,39,33,,,,378,435,,2f4c5a52,881,55742,630806400000,Harry Arter
48717,Winston,Reid,Reid,453,442,401,383,,410,,,,562eed5c,529,37526,583891200000,Winston Reid
48760,Mathias,Jorgensen,Zanka,,171,195,,,594,595,121,112,0db5d2c8,6030,52059,640828800000,Zanka
48771,Emilio,Nsue Lopez,Nsue,279,,,,,,,,,1c9bc4fa,1757,59558,623116800000,Emilio Nsue
48773,Siem,de Jong,de Jong,,466,,,,,,,,cf2a6ace,774,45509,601948800000,Siem de Jong
48844,David,Ospina,Ospina,1,1,,,,,,,,82b1198a,505,73396,588988800000,David Ospina
48860,Niki,Mäenpää,Mäenpää,,53,,,,,,,,14a96e1c,6053,12359,475286400000,Niki Mäenpää
49013,Victor,Moses,Moses,92,102,117,,,,,,,e726e11e,541,59866,660960000000,Victor Moses
49083,Luke,Freeman,Freeman,,,,441,477,,,322,,636b64cd,7713,66923,701222400000,Luke Freeman
49195,Jefferson,Montero,Montero,373,364,,,,,,,,fa6561bf,715,77932,620611200000,Jefferson Montero
49202,Sean,Scannell,Scannell,,180,,,,,,,,7ab42a5e,,61549,653529600000,Sean Scannell
49207,Rudy,Gestede,Gestede,629,,,,,,,,,822b3ef9,671,39908,592444800000,Rudy Gestede
49262,Jason,Steele,Steele,,,439,,528,54,102,148,142,28300a16,7235,73564,650937600000,Jason Steele
49277,Leroy,Fer,Fer,375,365,,,,,,,,3cefa66a,711,63342,631497600000,Leroy Fer
49382,Bruno,Ecuele Manga,Ecuele Manga,,,92,,,,,,,72a0fb65,4883,60990,585014400000,Bruno Ecuele Manga
49384,Jack,Rodwell,Rodwell,350,,,591,,,,,,a07579ee,733,57079,668649600000,Jack Rodwell
49413,James,Tomkins,Tomkins,103,117,138,124,129,147,153,241,,e7ca0439,530,61592,607132800000,James Tomkins
49438,Jordon,Mutch,Mutch,115,552,,,,,,,,37c408cc,632,57207,691632000000,Jordon Mutch
49440,Hal,Robson-Kanu,Robson-Kanu,571,436,,,408,,,,,fb2dec57,1738,65976,611712000000,Hal Robson-Kanu
49464,Cristhian,Stuani,Stuani,293,,,,,,,,,220c11f1,1709,59323,529459200000,Cristhian Stuani
49539,Kyle,Naughton,Naughton,358,352,,,,,,,,e860c42f,718,66219,595728000000,Kyle Naughton
49579,Pedro,Rodríguez Ledesma,Pedro,90,109,125,114,,,,,,3ca7254a,687,65278,554428800000,Pedro
49688,Alfred,N'Diaye,N'Diaye,644,,,,,,,,,7789bf63,2144,77737,636681600000,Alfred N'Diaye
49696,Mauro,Zárate,Zárate,636,419,,,,,,,,cc18ff4c,939,26456,543024000000,Mauro Zárate
49773,Albert,Adomah,Adomah,281,,,,,,,,,c7174e81,1782,83430,566352000000,Albert Adomah
49806,David Junior,Hoilett,Hoilett,,,99,,,,,,,33af5b9e,4395,58993,644544000000,Junior Hoilett
49845,Aron,Gunnarsson,Gunnarsson,,,102,,,,,,,e2533c20,7199,63821,609206400000,Aron Gunnarsson
49944,Jake,Livermore,Livermore,157,426,,,409,,,,,b98570d1,1689,61832,627004800000,Jake Livermore
49957,Kamil,Grosicki,Grosicki,647,,,,410,,,,,81d8091f,3231,37920,581731200000,Kamil Grosicki
49982,Sean,Morrison,Morrison,,,90,,,,,,,09fec029,6823,79723,663292800000,Sean Morrison
50089,Geoff,Cameron,Cameron,320,331,,,,,,,,1a160ea3,859,31642,489888000000,Geoff Cameron
50093,David,Button,Button,,,179,48,56,,,,,e608ed4c,6843,61814,604540800000,David Button
50175,Danny,Welbeck,Welbeck,26,26,21,512,588,447,103,154,148,ce5143da,501,67063,659577600000,Danny Welbeck
50229,Matt,Phillips,Phillips,446,432,,,411,,,,,7bb5f40e,1737,77274,,
50232,Jonjo,Shelvey,J.Shelvey,,296,318,269,321,291,349,463,,3727dd3c,769,71292,699148800000,Jonjo Shelvey
50471,James,McArthur,McArthur,114,127,147,138,130,148,154,,,cee31595,633,41416,560563200000,James McArthur
50472,James,McCarthy,McCarthy,136,150,166,157,131,,,,,64b08de7,589,45333,658368000000,James McCarthy
51090,Thiago,Emiliano da Silva,T.Silva,,,,,490,121,128,217,,86e7deaf,3288,29241,464659200000,Thiago Silva
51344,Rajiv,van La Parra,van La Parra,,173,200,,,,,,,1931bde9,6036,77001,675993600000,Rajiv van La Parra
51507,Laurent,Koscielny,Koscielny,3,4,3,7,,,,,,f5efb153,494,76277,495158400000,Laurent Koscielny
51917,Diego,Cavalieri,Cavalieri,,633,,,,,,,,84e6ea11,6620,53231,407548800000,Diego Cavalieri
51927,Ben,Mee,Mee,56,77,70,83,88,106,526,109,100,8df7a2fb,1654,74810,622339200000,Ben Mee
51934,Ron-Robert,Zieler,Zieler,166,,,,,,,,,a0606ae8,91,21327,603244800000,Ron-Robert Zieler
51938,Marc,Albrighton,Albrighton,177,200,224,174,221,202,251,,,b827d5b3,753,61560,627350400000,Marc Albrighton
51940,David,De Gea Quintana,De Gea,242,260,282,235,291,270,327,,,7ba6d84e,546,59377,657936000000,David de Gea
52153,Miguel,Britos,Britos,413,402,379,,,,,,,356a9a62,567,76799,490406400000,Miguel Britos
52287,Evandro,Goebel,Evandro,630,,,,,,,,,67dbadfc,5550,53359,525139200000,Evandro
52484,Leon,Balogun,Balogun,,,54,40,,,,,,78e68b4d,394,56100,583459200000,Leon Balogun
52538,Fernando Francisco,Reges,Fernando,234,251,,,,,,,,41f32541,615,51174,554169600000,Fernando
52775,Nicolas,Nkoulou,Nkoulou,,,,,,618,,,,93cf32a8,,60577,638496000000,Nicolas Nkoulou
52940,Daryl,Janmaat,Janmaat,540,404,381,359,,,,,,45da6694,764,60744,617068800000,Daryl Janmaat
53371,David,Meyler,Meyler,161,,,,,,,,,8ea6417a,1693,68183,612403200000,David Meyler
54102,Jack,Wilshere,Wilshere,17,24,447,394,434,,,,,9c318325,1036,74223,694224000000,Jack Wilshere
54284,Chris,Löwe,Löwe,,165,193,,,,,,,c6896eab,6032,55125,608688000000,Chris Löwe
54316,Leonardo,Ulloa,Ulloa,185,210,,,,,,,,eed56f6c,756,54890,522720000000,Leonardo Ulloa
54421,Floyd,Ayité,Ayité,,,186,,,,,,,fd5888a0,3328,77974,598147200000,Floyd Ayité
54469,Adam,Smith,Smith,34,35,29,63,,,57,84,81,20b104bc,825,61841,672883200000,Adam Smith
54484,Francisco,Femenía Far,Femenía,,407,383,357,,382,,,,e5d01ecf,5043,76467,665452800000,Kiko Femenía
54513,Vicente,Iborra,Iborra,,208,228,,,,,,,ad1ffcfd,2065,65467,569289600000,Vicente Iborra
54527,Loïc,Damour,Damour,,,104,,,,,,,074d8166,7215,81190,663292800000,Loïc Damour
54694,Pierre-Emerick,Aubameyang,Aubameyang,,616,23,11,4,4,617,188,,d5dd5f1f,318,58864,614131200000,Pierre-Emerick Aubameyang
54738,Thomas,Kaminski,Kaminski,,,,,,,,614,,1caa93a5,11712,77757,719798400000,Thomas Kaminski
54756,Victor,Wanyama,Wanyama,400,389,366,348,,,,,,e0900238,836,77760,677808000000,Victor Wanyama
54764,Jonathan,Kodjia,Kodjia,,,,26,,,,,,ecf44e09,7725,88971,625017600000,Jonathan Adjo Kodjia
54771,Fabio Pereira,da Silva,Fabio,527,,,,,,,,,bc7b4580,1752,61891,647481600000,Fábio
54861,Christian,Benteke,Benteke,213,134,152,129,132,149,155,,,ab070c55,606,50201,660182400000,Christian Benteke
54908,Nacer,Chadli,Chadli,392,427,,,,,,,,5b54bf3b,648,59631,618019200000,Nacer Chadli
55037,Cheikhou,Kouyaté,Kouyaté,459,451,412,139,133,150,583,451,,8d3c902d,532,66934,630201600000,Cheikhou Kouyaté
55038,Kevin,McDonald,McDonald,,,183,,172,,,,,71a08f97,6836,36529,594604800000,Kevin McDonald
55313,Franck,Tabanou,Tabanou,364,,,,,,,,,15e1afd5,980,66413,602121600000,Franck Tabanou
55317,Bernardo,Espinosa Zúñiga,Bernardo,280,,,,,,,,,4242011c,1716,64598,616118400000,Bernardo Espinosa
55422,Gylfi,Sigurdsson,Sigurdsson,368,359,172,151,150,164,,,,76dd1480,714,90466,621216000000,Gylfi Sigurdsson
55452,Yannick,Bolasie,Bolasie,109,147,165,,,,,,,715fc0fe,518,75471,611971200000,Yannick Bolasie
55459,Aaron,Cresswell,Cresswell,454,443,402,376,435,411,457,530,517,4f974391,534,92571,629683200000,Aaron Cresswell
55494,Joel,Ward,Ward,105,119,441,126,134,474,156,242,215,8a7ff278,510,92572,625622400000,Joel Ward
55605,Toby,Alderweireld,Alderweireld,382,377,353,331,386,355,,,,f7d50789,639,42710,604800000000,Toby Alderweireld
55829,Claudio,Yacob,Yacob,442,429,,,,,,,,bda6ffd4,808,45330,553564800000,Claudio Yacob
55909,Chris,Smalling,Smalling,244,263,284,223,292,,,,,b6964eb6,628,103427,627696000000,Chris Smalling
55914,Liam,Cooper,Cooper,,,,,195,184,221,,,dc64b8b3,8816,75067,683510400000,Liam Cooper
56192,Rhu-endly,Martina,Cuco Martina,302,464,163,577,,,,,,22551915,832,91251,622684800000,Cuco Martina
56377,Andriy,Yarmolenko,Yarmolenko,,,453,392,436,412,,,,849c826a,6274,69015,625104000000,Andrii Yarmolenko
56827,Costel,Pantilimon,Pantilimon,406,396,,,,,,,,d24e154c,580,47659,539136000000,Costel Pantilimon
56864,Francis,Coquelin,Coquelin,20,20,,,,,,,,a6951bf8,497,74869,674092800000,Francis Coquelin
56872,Junior,Stanislas,Stanislas,42,42,36,77,,,58,,,6992791d,463,87672,628041600000,Junior Stanislas
56917,Steve,Cook,Cook,32,33,27,58,,,379,441,,3e5e4e63,458,90836,672019200000,Steve Cook
56979,Jordan,Henderson,Henderson,201,225,249,198,244,222,275,299,,935e6b8f,605,61651,645580800000,Jordan Henderson
56981,Joe,Bennett,Bennett,,,94,,,,,,,dc936144,959,90964,638582400000,Joe Bennett
56983,Matt,Ritchie,Ritchie,,295,317,251,322,292,350,425,,71ef519e,461,92469,621388800000,Matt Ritchie
57001,Wilfried,Bony,Bony,240,542,,,,,,,,61abe9b6,622,81808,597715200000,Wilfried Bony
57112,Eliaquim,Mangala,Mangala,225,502,,,,,,,,f520049f,626,90681,666403200000,Eliaquim Mangala
57127,Teemu,Pukki,Pukki,,,,278,,315,,,,0745b37d,7696,46972,638668800000,Teemu Pukki
57134,Salomón,Rondón,Rondón,449,435,493,,,591,177,,,b318a643,813,80197,621907200000,Salomón Rondón
57145,Federico,Fernández,Fernández,363,354,516,254,323,465,351,,,f25b010f,708,85475,604022400000,Federico Fernández
57187,Giedrius,Arlauskis,Arlauskis,639,,,,,,,,,1858bbf7,949,69001,565315200000,Giedrius Arlauskis
57249,Henrikh,Mkhitaryan,Mkhitaryan,268,281,18,16,,,,,,dd0daf32,317,55735,601344000000,Henrikh Mkhitaryan
57328,Nathaniel,Clyne,Clyne,193,217,241,,577,493,157,222,196,0442183b,603,85177,670809600000,Nathaniel Clyne
57410,Nicolás,Otamendi,Otamendi,226,245,264,208,269,,,,,0d267745,611,54781,571622400000,Nicolás Otamendi
57513,Jonas,Lössl,Lössl,,163,191,479,151,673,,,,939bc634,3468,48870,602294400000,Jonas Lössl
57531,Michail,Antonio,Antonio,464,454,415,389,437,413,458,523,512,ac05f970,531,104124,638582400000,Michail Antonio
57586,Luciano,Narsingh,Narsingh,632,369,,,,,,,,977ffc24,5554,72462,653184000000,Luciano Narsingh
57647,Lyle,Taylor,Lyle Taylor,,,,,,,380,,,3e80e04e,10762,104495,638668800000,Lyle Taylor
57736,Jan,Kirchhoff,Kirchhoff,347,,,,,,,,,a14d04e3,232,49734,654739200000,Jan Kirchhoff
57913,Barry,Douglas,Douglas,,,424,,196,,,,,c859705e,,91854,620870400000,Barry Douglas
58376,Alex,McCarthy,McCarthy,101,305,328,318,363,334,401,,469,36c2ca73,635,95976,628646400000,Alex McCarthy
58476,Rui Pedro,da Rocha Fonte,Fonte,,,188,,,,,,,6ff8ef56,7145,9335,640828800000,Rui Fonte
58498,Odion,Ighalo,Ighalo,426,,,624,293,,,,,03622183,573,62121,613958400000,Odion Ighalo
58621,Kyle,Walker,Walker,384,379,265,203,270,249,299,369,363,86dd77d1,638,95424,643852800000,Kyle Walker
58771,Jack,Colback,Colback,,299,,482,,,381,,,963a9201,767,61644,625190400000,Jack Colback
58786,Martin,Kelly,Kelly,106,120,140,128,135,151,,,,d7492450,525,78959,641174400000,Martin Kelly
58791,Ryan,Mason,Mason,396,,,,,,,,,c8fac933,649,61834,676771200000,Ryan Mason
58822,Cédric,Alves Soares,Cédric,301,310,332,486,5,5,1,2,,839c14e1,847,112988,683596800000,Cédric Soares
58845,Ciaran,Clark,Clark,,289,311,259,324,293,352,,,2b91cf8e,875,98240,622771200000,Ciaran Clark
58877,Daley,Blind,Blind,254,270,290,,,,,,,691bef82,548,12282,636940800000,Daley Blind
58893,Marcos,Rojo,Rojo,248,266,287,227,294,,,,,e0991c04,550,93176,637891200000,Marcos Rojo
59044,Adam,Clayton,Clayton,283,,,,,,,,,45b59689,1717,73067,600739200000,Adam Clayton
59115,Mile,Jedinak,Jedinak,112,,,,,,,,,22fd2214,515,28336,460339200000,Mile Jedinak
59125,Connor,Wickham,Wickham,122,133,444,130,136,,,,,41cc19c2,519,95435,733536000000,Connor Wickham
59614,Mark,Duffy,Duffy,,,,300,,,,,,d86ccbc9,,105565,,
59735,Karl,Darlow,Darlow,,287,308,263,325,294,353,408,,cde3309f,780,99397,655344000000,Karl Darlow
59741,Max,Gradel,Gradel,44,44,,,,,,,,c5a500ca,464,28140,565228800000,Max Gradel
59779,Pedro,Obiang,Obiang,460,452,413,400,,,,,,ba1e04b3,542,101213,701654400000,Pedro Obiang
59796,Gökhan,Töre,Töre,467,,,,,,,,,51960957,1703,82130,695865600000,Gökhan Töre
59846,Ander,Herrera,Herrera,262,278,299,,,,,,,436a9dd0,552,99343,619056000000,Ander Herrera
59856,Abel,Hernández,Hernández,163,,,,,,,,,a36da810,1698,76608,650073600000,Abel Hernández
59859,Ilkay,Gündogan,Gündogan,236,253,274,222,271,250,300,,625,819b3158,314,53622,656726400000,Ilkay Gündogan
59940,Kyle,Bartley,Bartley,,485,,,412,,,,,18e96f64,964,67421,674870400000,Kyle Bartley
59949,Séamus,Coleman,Coleman,126,139,157,144,152,165,178,247,221,0420d84f,585,68390,592531200000,Séamus Coleman
59966,Alexandre,Lacazette,Lacazette,,28,22,12,6,6,,,,9dbb75ca,3277,93720,675388800000,Alexandre Lacazette
60025,James,Rodríguez,James,,,,,508,166,,,,715bf047,2249,88103,679276800000,James Rodríguez
60165,Wahbi,Khazri,Khazri,352,,,,,,,,,2677a1de,734,103565,665971200000,Wahbi Khazri
60232,Craig,Dawson,Dawson,433,424,,439,576,414,459,551,542,3e9e06cb,804,121477,641952000000,Craig Dawson
60252,Andros,Townsend,Townsend,120,131,149,135,137,482,179,727,,b28bbd58,775,61842,679622400000,Andros Townsend
60270,Simone,Zaza,Zaza,550,,,,,,,,,9592289a,1642,96828,677808000000,Simone Zaza
60307,Pascal,Groß,Gross,,70,59,49,57,55,104,134,125,8aec0537,239,82873,676944000000,Pascal Groß
60551,Ashley,Westwood,Westwood,641,88,80,101,89,107,,,,495945ef,669,91317,638928000000,Ashley Westwood
60586,Jóhann Berg,Gudmundsson,Gudmundsson,473,84,76,96,90,108,,170,,f72293fc,1663,89231,656985600000,Jóhann Gudmundsson
60598,Aleksandar,Dragovic,Dragovic,,541,,,,,,,,6fd8a334,5219,59032,668217600000,Aleksandar Dragovic
60689,Chris,Wood,Wood,,518,87,91,91,109,354,468,447,4e9a0555,4456,108725,692064000000,Chris Wood
60706,Adrián,San Miguel del Castillo,Adrián,450,438,399,526,245,223,497,289,,f76e6b4e,527,71271,536630400000,Adrián
60772,Thibaut,Courtois,Courtois,73,94,111,,,,,,,1840e36d,680,108390,705542400000,Thibaut Courtois
60794,Adam,Matthews,Matthews,345,,,,,,,,,d8bffa70,1034,108878,695260800000,Adam Matthews
60914,Joel,Matip,Matip,199,219,243,185,246,224,276,305,,b217ef29,332,82105,681609600000,Joël Matip
61256,Carlos Henrique,Casimiro,Casemiro,,,,,,,593,376,368,4d224fe8,2248,16306,698803200000,Casemiro
61262,Oscar,dos Santos Emboaba Junior,Oscar,84,,,,,,,,,57fe98dd,692,85314,684374400000,Oscar
61302,Ryan,Allsop,Allsop,600,,,,,,,,,af615123,1050,111073,708739200000,Ryan Allsop
61316,Jose Luis,Mato Sanmartín,Joselu,338,488,327,261,,,,,,6265208f,866,81999,638496000000,Joselu
61366,Kevin,De Bruyne,De Bruyne,235,252,273,215,272,251,301,349,345,e46012d4,447,88755,678067200000,Kevin De Bruyne
61538,Callum,McManaman,McManaman,443,,,,,,,,,1a5dbcc2,880,61711,672537600000,Callum McManaman
61548,Manolo,Gabbiadini,Gabbiadini,643,327,349,,,,,,,8f866fe8,1383,112343,691113600000,Manolo Gabbiadini
61558,Thiago,Alcántara do Nascimento,Thiago,,,,,531,225,277,310,,77e84962,229,60444,671328000000,Thiago Alcântara
61566,Roberto,Pereyra,Pereyra,539,415,391,369,,,,,,75f2c59f,1723,112302,663206400000,Roberto Pereyra
61595,Marc,Muniesa,Muniesa,322,333,,,,,,,,4db76f57,860,74228,701654400000,Muniesa
61600,Romaine,Sawyers,Sawyers,,,,,413,,,,,77bb1522,8757,113036,689040000000,Romaine Sawyers
61603,Daniel,Drinkwater,Drinkwater,179,202,128,120,,,,,,2649ff32,752,73491,636595200000,Danny Drinkwater
61604,Matty,James,James,602,474,229,177,222,,,,,ebd0a048,4441,73522,680140800000,Matty James
61739,Maxime,Le Marchand,Le Marchand,,,455,,173,,,,,321a71a7,3304,60558,624067200000,Maxime Le Marchand
61760,Kristoffer,Nordfeldt,Nordfeldt,357,351,,,,,,,,78549904,722,75890,614563200000,Kristoffer Nordfeldt
61810,Pontus,Jansson,Jansson,,,,,,76,78,,,172e52d8,1801,125314,666403200000,Pontus Jansson
61858,Mame Biram,Diouf,Diouf,337,348,,,,,,,,7f4f3e49,868,62049,566611200000,Mame Diouf
61916,Stefan,Johansen,Johansen,,,185,,174,,,,,a48da055,6838,62008,663292800000,Stefan Johansen
61933,Shane,Duffy,Duffy,,56,49,37,58,56,105,,,7314bba4,6047,119269,694224000000,Shane Duffy
62398,Nemanja,Matic,Matic,87,107,296,247,295,271,,,,eb7822d7,697,74683,586396800000,Nemanja Matic
62399,Dusan,Tadic,Tadic,308,318,,,,,,,,2475dcc6,840,36139,595987200000,Dusan Tadic
62974,Erik,Lamela,Lamela,393,386,363,346,387,356,,,,abe66106,644,111630,699667200000,Érik Lamela
63370,James,McClean,McClean,444,430,,,,,,,,53538b39,814,85935,609206400000,James McClean
63426,Enda,Stevens,Stevens,,,,291,347,,,,,17d4507a,7707,85706,647481600000,Enda Stevens
66242,Davy,Pröpper,Pröpper,,490,60,54,59,57,,,,fdd85f94,6050,79027,683769600000,Davy Pröpper
66247,Marvin,Zeegelaar,Zeegelaar,,537,384,,,,,,,8abd0c03,6303,92899,650419200000,Marvin Zeegelaar
66588,Luke,Ayling,Ayling,,,,,197,185,222,,,420d7c7d,8716,67420,683078400000,Luke Ayling
66733,Juan,Cuadrado,Cuadrado,85,,,,,,,,,0ab1f153,1089,91970,580608000000,Juan Cuadrado
66749,Romelu,Lukaku Bolingoli,Lukaku,143,285,306,232,,529,,207,175,5eae500a,594,96341,737251200000,Romelu Lukaku
